state,year,smoking_ban,lung_cancer_rate,gdp_per_capita,population_density,urban_area,healthcare_spending
5,6,0,52.56540885100528,1,9,1,1
5,7,0,50.89393782790501,1,9,1,1
5,8,0,52.17408673007045,1,9,1,1
5,9,0,52.38643734864818,1,9,1,1
6,0,0,53.67816029440432,1,6,1,0
6,1,0,51.61261198861736,1,6,1,0
6,2,0,50.43693162919421,1,6,1,0
6,3,0,50.32710106868606,1,6,1,0
6,4,0,53.0620794502942,1,6,1,0
6,5,1,58.69696549901916,1,6,1,0
6,6,1,58.72592217686899,1,6,1,0
6,7,1,54.12979203693608,1,6,1,0
6,8,1,58.243733810149095,1,6,1,0
6,9,1,56.70127254556245,1,6,1,0
7,0,0,51.99316041545215,4,9,0,0
7,1,0,50.39969731028739,4,9,0,0
7,2,0,49.45332377516652,4,9,0,0
7,3,0,49.24993954569169,4,9,0,0
7,4,0,53.150310702310215,4,9,0,0
7,5,0,53.392713752374505,4,9,0,0
7,6,1,57.26805222415577,4,9,0,0
7,7,1,54.86264671817575,4,9,0,0
7,8,1,58.950920506716415,4,9,0,0
7,9,1,58.55260597403606,4,9,0,0
8,0,0,53.17252544619481,5,9,0,1
8,1,0,51.284826879375096,5,9,0,1
8,2,0,50.99376371975747,5,9,0,1
8,3,0,50.98965396434088,5,9,0,1
8,4,0,52.97381805736397,5,9,0,1
8,5,0,52.35734300849615,5,9,0,1
8,6,0,53.0906488070242,5,9,0,1
8,7,0,50.18926680521623,5,9,0,1
8,8,1,58.66739606510239,5,9,0,1
8,9,1,58.63880601504391,5,9,0,1
9,0,0,53.5847040090629,4,10,0,0
9,1,0,53.1806853192171,4,10,0,0
9,2,0,53.14443037490649,4,10,0,0
9,3,0,50.63317083534527,4,10,0,0
9,4,0,53.89979130483518,4,10,0,0
9,5,0,54.83891261163036,4,10,0,0
9,6,0,55.04149419001141,4,10,0,0
9,7,0,50.159994915501,4,10,0,0
9,8,0,52.93098855192964,4,10,0,0
9,9,0,52.44551871188167,4,10,0,0
10,0,0,51.67980498732637,1,10,0,1
10,1,0,51.79387358014552,1,10,0,1
10,2,0,49.86686005183676,1,10,0,1
10,3,0,50.57776098738452,1,10,0,1
10,4,0,50.06850078280486,1,10,0,1
10,5,0,52.05154574351983,1,10,0,1
10,6,0,52.004226989507046,1,10,0,1
10,7,0,48.63469470230502,1,10,0,1
10,8,0,49.571498045500896,1,10,0,1
10,9,0,49.13732102628484,1,10,0,1
11,0,0,53.967435223468016,3,10,0,1
11,1,0,55.83797537307005,3,10,0,1
11,2,0,51.73315997000615,3,10,0,1
11,3,0,53.2360370585288,3,10,0,1
11,4,0,53.89991963909564,3,10,0,1
11,5,0,55.41155647428106,3,10,0,1
11,6,0,53.46251380186475,3,10,0,1
11,7,0,51.28692095840868,3,10,0,1
11,8,0,52.63741874728587,3,10,0,1
11,9,0,55.97857389138317,3,10,0,1
12,0,0,52.65981695443233,1,7,1,0
12,1,0,52.577328689335154,1,7,1,0
12,2,0,50.4896612084438,1,7,1,0
12,3,0,51.08278612272295,1,7,1,0
12,4,0,53.80695808488581,1,7,1,0
12,5,0,52.33187789868435,1,7,1,0
12,6,1,56.70634683665854,1,7,1,0
12,7,1,55.5126082447045,1,7,1,0
12,8,1,56.9029880722154,1,7,1,0
12,9,1,55.95265593507831,1,7,1,0
13,0,0,51.59699017175642,6,7,0,0
13,1,0,54.09082530431785,6,7,0,0
13,2,0,49.99644962426756,6,7,0,0
13,3,0,48.92319248783874,6,7,0,0
13,4,1,61.51650487335986,6,7,0,0
13,5,1,57.99665233503716,6,7,0,0
13,6,1,58.19753035236827,6,7,0,0
13,7,1,55.30439310582728,6,7,0,0
13,8,1,58.11522034580381,6,7,0,0
13,9,1,57.48795340017279,6,7,0,0
14,0,0,50.62220162696931,3,9,1,0
14,1,1,54.34437523351464,3,9,1,0
14,2,1,53.9445531465464,3,9,1,0
14,3,1,52.77778688945355,3,9,1,0
14,4,1,55.58168699979606,3,9,1,0
14,5,1,55.81782366620881,3,9,1,0
14,6,1,56.28789987201127,3,9,1,0
14,7,1,53.52718048382997,3,9,1,0
14,8,1,54.94636021398541,3,9,1,0
14,9,1,55.50442920605316,3,9,1,0
15,0,0,52.19346614038107,5,6,0,0
15,1,0,51.85057061747948,5,6,0,0
15,2,0,51.241152234046574,5,6,0,0
15,3,0,48.14550625408469,5,6,0,0
15,4,0,54.24279507410414,5,6,0,0
15,5,1,57.53125860084244,5,6,0,0
15,6,1,57.60700187860397,5,6,0,0
15,7,1,55.36465554885105,5,6,0,0
15,8,1,56.072762018606895,5,6,0,0
15,9,1,56.44984737979805,5,6,0,0
16,0,0,55.11292468579372,6,9,0,1
16,1,0,51.44324972616364,6,9,0,1
16,2,0,50.54410285947048,6,9,0,1
16,3,0,49.728633164395085,6,9,0,1
16,4,0,51.6261794643007,6,9,0,1
16,5,0,53.84192166366239,6,9,0,1
16,6,1,58.20671285516904,6,9,0,1
16,7,1,55.24333786195955,6,9,0,1
16,8,1,57.63420411037368,6,9,0,1
16,9,1,56.64365403398672,6,9,0,1
17,0,0,54.549749773310886,6,11,0,0
17,1,0,53.85085462837671,6,11,0,0
17,2,0,51.84575271976699,6,11,0,0
17,3,0,50.369906868208346,6,11,0,0
17,4,0,53.53537484069001,6,11,0,0
17,5,0,53.77820453742433,6,11,0,0
17,6,0,53.11718486514236,6,11,0,0
17,7,0,49.64534355774072,6,11,0,0
17,8,0,51.5814865159082,6,11,0,0
17,9,0,52.63381056678814,6,11,0,0
18,0,0,52.6398763356572,4,6,1,0
18,1,0,52.87751073901602,4,6,1,0
18,2,0,50.656749477919945,4,6,1,0
18,3,0,52.03825387519911,4,6,1,0
18,4,0,52.52918182941048,4,6,1,0
18,5,0,53.30011161405275,4,6,1,0
18,6,0,51.34557539309893,4,6,1,0
18,7,0,50.56626495674978,4,6,1,0
18,8,0,53.55447188135119,4,6,1,0
18,9,0,52.568252013434766,4,6,1,0
19,0,0,50.64765872099136,3,8,0,0
19,1,0,49.95182922929278,3,8,0,0
19,2,0,49.21588036029625,3,8,0,0
19,3,0,47.32950076081804,3,8,0,0
19,4,0,51.36984828740091,3,8,0,0
19,5,1,56.76552547322294,3,8,0,0
19,6,1,55.973220638668735,3,8,0,0
19,7,1,54.45483009825358,3,8,0,0
19,8,1,54.75970103464178,3,8,0,0
19,9,1,57.9058201660725,3,8,0,0
20,0,0,50.89771322670218,4,8,1,1
20,1,0,50.27301266170864,4,8,1,1
20,2,0,50.175220187085365,4,8,1,1
20,3,0,48.89032285237536,4,8,1,1
20,4,0,51.60008799279438,4,8,1,1
20,5,0,49.64360040524323,4,8,1,1
20,6,0,51.9713905987788,4,8,1,1
20,7,0,48.46763540589458,4,8,1,1
20,8,0,52.29442437298266,4,8,1,1
20,9,0,51.43975808275154,4,8,1,1
21,0,0,53.73558183567124,3,9,0,0
21,1,0,52.44972925954889,3,9,0,0
21,2,0,48.89273029672231,3,9,0,0
21,3,0,47.14687619920291,3,9,0,0
21,4,0,51.9516122190764,3,9,0,0
21,5,0,52.14287593829469,3,9,0,0
21,6,0,51.85918003227142,3,9,0,0
21,7,0,47.3611231374066,3,9,0,0
21,8,0,50.13294757784824,3,9,0,0
21,9,0,51.112810163394805,3,9,0,0
22,0,0,53.11948227873442,4,6,0,0
22,1,0,51.12760654810387,4,6,0,0
22,2,0,49.45277698571889,4,6,0,0
22,3,0,50.72324053767119,4,6,0,0
22,4,0,53.09344995348168,4,6,0,0
22,5,0,51.15096656338594,4,6,0,0
22,6,0,51.61259815887461,4,6,0,0
22,7,1,53.447643495228846,4,6,0,0
22,8,1,57.170767269154986,4,6,0,0
22,9,1,54.99007032436341,4,6,0,0
23,0,0,51.79054883917947,2,10,0,1
23,1,0,52.63608372361156,2,10,0,1
23,2,0,51.06476700638055,2,10,0,1
23,3,0,50.83619344054373,2,10,0,1
23,4,0,52.63262564501583,2,10,0,1
23,5,0,53.009883936334006,2,10,0,1
23,6,0,52.80536998218631,2,10,0,1
23,7,1,57.06691348436275,2,10,0,1
23,8,1,57.09927534005738,2,10,0,1
23,9,1,57.087653020611405,2,10,0,1
24,0,0,52.49194328758168,2,3,0,1
24,1,0,51.13807169991362,2,3,0,1
24,2,0,49.92874368095983,2,3,0,1
24,3,0,49.12847687494856,2,3,0,1
24,4,0,53.53077586755434,2,3,0,1
24,5,0,52.24634391943331,2,3,0,1
24,6,0,52.48639726004929,2,3,0,1
24,7,0,49.69818651133251,2,3,0,1
24,8,0,53.829470354812685,2,3,0,1
24,9,0,53.33067238877771,2,3,0,1
25,0,0,53.85597703939148,4,10,0,0
25,1,0,53.32113329455257,4,10,0,0
25,2,0,52.45124653942254,4,10,0,0
25,3,0,51.22347701935296,4,10,0,0
25,4,0,53.10622336473095,4,10,0,0
25,5,0,52.5174393481343,4,10,0,0
25,6,0,51.22243514794041,4,10,0,0
25,7,0,49.929774613565485,4,10,0,0
25,8,0,51.777118944475085,4,10,0,0
25,9,0,53.54928604369535,4,10,0,0
26,0,0,53.93185168842766,3,8,1,0
26,1,0,49.11042272848016,3,8,1,0
26,2,0,50.64386747672841,3,8,1,0
26,3,0,49.60961918917776,3,8,1,0
26,4,0,55.06121616652592,3,8,1,0
26,5,0,51.14950656458734,3,8,1,0
26,6,0,54.61944712765661,3,8,1,0
26,7,0,50.29753114113673,3,8,1,0
26,8,0,53.38542793940884,3,8,1,0
26,9,0,52.84588097542358,3,8,1,0
27,0,0,52.40192983373215,5,4,0,1
27,1,0,50.30782648047923,5,4,0,1
27,2,0,49.849957099451245,5,4,0,1
27,3,0,49.49945592432578,5,4,0,1
27,4,0,53.10500567110314,5,4,0,1
27,5,0,50.24357323186029,5,4,0,1
27,6,0,50.41231818089135,5,4,0,1
27,7,0,49.91962707076526,5,4,0,1
27,8,0,50.55927886683559,5,4,0,1
27,9,0,53.70017803745671,5,4,0,1
28,0,0,54.52139481712982,2,11,0,1
28,1,0,51.333123652597386,2,11,0,1
28,2,0,51.38405611998657,2,11,0,1
28,3,0,50.42005326775233,2,11,0,1
28,4,0,52.67867904855245,2,11,0,1
28,5,0,55.28790854905872,2,11,0,1
28,6,0,51.1442122386127,2,11,0,1
28,7,0,50.44994486370961,2,11,0,1
28,8,0,54.21780944609763,2,11,0,1
28,9,0,52.33937123759828,2,11,0,1
29,0,0,52.42619194820932,4,9,0,1
29,1,0,52.536575933728486,4,9,0,1
29,2,0,51.04440112475631,4,9,0,1
29,3,0,51.694792408842325,4,9,0,1
29,4,0,55.33305272849822,4,9,0,1
29,5,0,53.72215128098574,4,9,0,1
29,6,0,51.233796526135365,4,9,0,1
29,7,0,50.60129458302188,4,9,0,1
29,8,0,53.20902392792394,4,9,0,1
29,9,0,51.65284011105503,4,9,0,1
30,0,0,54.52059016456683,6,13,1,1
30,1,1,57.87609213968639,6,13,1,1
30,2,1,55.564524637893726,6,13,1,1
30,3,1,55.92241722264578,6,13,1,1
30,4,1,57.52491499163962,6,13,1,1
30,5,1,56.54073830723952,6,13,1,1
30,6,1,56.37366908839643,6,13,1,1
30,7,1,54.15836759366751,6,13,1,1
30,8,1,55.67566805977115,6,13,1,1
30,9,1,57.232127209364165,6,13,1,1
31,0,0,51.942326098035295,3,8,0,1
31,1,0,52.45803628209887,3,8,0,1
31,2,0,49.85060589110345,3,8,0,1
31,3,0,47.49203699983484,3,8,0,1
31,4,0,52.20410144939155,3,8,0,1
31,5,0,51.967269775952325,3,8,0,1
31,6,0,51.56705120510298,3,8,0,1
31,7,0,49.97239708761111,3,8,0,1
31,8,0,51.89254167941095,3,8,0,1
31,9,0,52.11850177697309,3,8,0,1
32,0,0,54.29350735362208,4,9,0,1
32,1,0,52.118368088989065,4,9,0,1
32,2,0,51.9015573350982,4,9,0,1
32,3,0,50.665160897601815,4,9,0,1
32,4,0,54.47585434595285,4,9,0,1
32,5,0,52.3290620819706,4,9,0,1
32,6,0,51.64079049093253,4,9,0,1
32,7,0,50.05427566539496,4,9,0,1
32,8,0,52.39110325430504,4,9,0,1
32,9,0,50.16634514290703,4,9,0,1
33,0,0,50.81447485921896,2,10,1,1
33,1,0,52.1056193412915,2,10,1,1
33,2,0,48.33269724025979,2,10,1,1
33,3,0,47.321770746198176,2,10,1,1
33,4,0,50.05854621254323,2,10,1,1
33,5,1,54.102076983759765,2,10,1,1
33,6,1,56.38222224978077,2,10,1,1
33,7,1,52.8671928448439,2,10,1,1
33,8,1,55.72377943136343,2,10,1,1
33,9,1,56.11499179699027,2,10,1,1
34,0,0,52.97963256730236,6,8,1,0
34,1,0,50.99300656590242,6,8,1,0
34,2,0,50.71583667014192,6,8,1,0
34,3,1,56.1434925073973,6,8,1,0
34,4,1,58.49910225362108,6,8,1,0
34,5,1,57.31980716110115,6,8,1,0
34,6,1,57.73067907328422,6,8,1,0
34,7,1,54.291516212645895,6,8,1,0
34,8,1,56.23944534732404,6,8,1,0
34,9,1,57.2573491891018,6,8,1,0
35,0,0,53.07175865648194,2,10,1,0
35,1,0,52.5371189243233,2,10,1,0
35,2,0,51.86748828423007,2,10,1,0
35,3,0,49.72855439501853,2,10,1,0
35,4,0,54.84937198400564,2,10,1,0
35,5,0,56.300413362410765,2,10,1,0
35,6,0,54.40737958758446,2,10,1,0
35,7,0,51.34711421348274,2,10,1,0
35,8,0,52.082559791514015,2,10,1,0
35,9,0,53.7768839046537,2,10,1,0
36,0,0,52.16713087605645,2,9,0,1
36,1,0,50.49826824727428,2,9,0,1
36,2,0,52.44121191773336,2,9,0,1
36,3,0,49.65136138026288,2,9,0,1
36,4,0,52.102281217032825,2,9,0,1
36,5,0,50.918904950784096,2,9,0,1
36,6,0,51.94314495182718,2,9,0,1
36,7,1,54.28405505857071,2,9,0,1
36,8,1,56.596706191624,2,9,0,1
36,9,1,56.87330486037889,2,9,0,1
37,0,0,53.30971585520725,4,7,1,1
37,1,0,53.81124339656284,4,7,1,1
37,2,0,52.93727738014845,4,7,1,1
37,3,0,50.44479727387065,4,7,1,1
37,4,0,53.60797969905055,4,7,1,1
37,5,0,54.72810543397701,4,7,1,1
37,6,0,52.6734623842791,4,7,1,1
37,7,0,48.60086784104578,4,7,1,1
37,8,0,52.51908236688247,4,7,1,1
37,9,0,54.25863322191413,4,7,1,1
38,0,0,54.38947959229416,3,6,0,0
38,1,0,52.62039520392564,3,6,0,0
38,2,0,51.52026790425168,3,6,0,0
38,3,0,50.877001854454754,3,6,0,0
38,4,0,52.99921945363492,3,6,0,0
38,5,0,53.16390743684242,3,6,0,0
38,6,0,53.03492143418656,3,6,0,0
38,7,0,50.10189970225213,3,6,0,0
38,8,1,59.207162772260936,3,6,0,0
38,9,1,58.61914305652813,3,6,0,0
39,0,0,52.14131611059428,6,7,1,0
39,1,0,51.9922359537263,6,7,1,0
39,2,1,59.39124454824832,6,7,1,0
39,3,1,55.49513408576859,6,7,1,0
39,4,1,57.91156396295556,6,7,1,0
39,5,1,57.276358036930645,6,7,1,0
39,6,1,57.71140282944518,6,7,1,0
39,7,1,55.5961194455197,6,7,1,0
39,8,1,57.90050860655853,6,7,1,0
39,9,1,57.51999974207702,6,7,1,0
40,0,0,53.48189558136245,2,8,0,0
40,1,0,51.99769473306622,2,8,0,0
40,2,0,49.41963192067467,2,8,0,0
40,3,0,50.55638886799341,2,8,0,0
40,4,0,51.44525451901695,2,8,0,0
40,5,0,51.7971812389005,2,8,0,0
40,6,0,51.92723892381811,2,8,0,0
40,7,0,51.2998364826858,2,8,0,0
40,8,0,51.58173492141755,2,8,0,0
40,9,0,53.324448353443806,2,8,0,0
41,0,0,52.45375897876653,2,5,1,0
41,1,0,50.71296273453423,2,5,1,0
41,2,0,48.67416034100897,2,5,1,0
41,3,0,49.57495825027027,2,5,1,0
41,4,0,51.971230613167805,2,5,1,0
41,5,0,51.74706844001807,2,5,1,0
41,6,0,51.91099451427,2,5,1,0
41,7,0,49.73961387308338,2,5,1,0
41,8,0,50.96149477730172,2,5,1,0
41,9,0,51.30959211735807,2,5,1,0
42,0,0,56.16772911465289,4,9,0,0
42,1,0,51.7994685451152,4,9,0,0
42,2,0,49.323775848962825,4,9,0,0
42,3,0,49.96052139012912,4,9,0,0
42,4,0,53.17188155701546,4,9,0,0
42,5,1,56.36581260001441,4,9,0,0
42,6,1,56.83829220309853,4,9,0,0
42,7,1,53.97452890408656,4,9,0,0
42,8,1,57.57518494670256,4,9,0,0
42,9,1,58.78787147327007,4,9,0,0
43,0,0,52.08881496778147,3,8,1,0
43,1,0,52.05989479571082,3,8,1,0
43,2,0,49.8409681116622,3,8,1,0
43,3,0,50.03494302845135,3,8,1,0
43,4,1,57.80041954986881,3,8,1,0
43,5,1,56.75885317337083,3,8,1,0
43,6,1,57.80880059484915,3,8,1,0
43,7,1,56.31475688056396,3,8,1,0
43,8,1,58.049858262039336,3,8,1,0
43,9,1,56.096989042517485,3,8,1,0
44,0,0,53.1872366937012,1,10,0,1
44,1,0,52.29172231008589,1,10,0,1
44,2,1,54.64722297349128,1,10,0,1
44,3,1,54.24748828614683,1,10,0,1
44,4,1,58.60713564693058,1,10,0,1
44,5,1,56.97632442039152,1,10,0,1
44,6,1,58.01752559796617,1,10,0,1
44,7,1,52.36230452198327,1,10,0,1
44,8,1,58.4435182232837,1,10,0,1
44,9,1,57.706063254818005,1,10,0,1
45,0,0,49.59722442223642,2,6,1,1
45,1,0,49.58688217278473,2,6,1,1
45,2,0,47.71672318653025,2,6,1,1
45,3,0,51.1358019521963,2,6,1,1
45,4,0,51.72790514977233,2,6,1,1
45,5,0,50.535604958897,2,6,1,1
45,6,0,52.60232736826624,2,6,1,1
45,7,0,48.120696196967046,2,6,1,1
45,8,0,52.5360744425552,2,6,1,1
45,9,0,50.88385169332118,2,6,1,1
46,0,0,54.16159961735082,3,10,0,0
46,1,0,52.25327865833473,3,10,0,0
46,2,0,53.69527320168545,3,10,0,0
46,3,0,49.23842652561801,3,10,0,0
46,4,0,54.58669344886243,3,10,0,0
46,5,0,53.561539459983486,3,10,0,0
46,6,0,54.15429940474171,3,10,0,0
46,7,0,49.19165135721866,3,10,0,0
46,8,0,53.1259236380897,3,10,0,0
46,9,0,54.19832636921121,3,10,0,0
47,0,0,54.13906240924863,5,12,1,0
47,1,0,54.57672994386743,5,12,1,0
47,2,0,52.675661629008495,5,12,1,0
47,3,0,51.640863851244966,5,12,1,0
47,4,0,54.03791972671811,5,12,1,0
47,5,0,52.66179470488904,5,12,1,0
47,6,0,53.36277696057031,5,12,1,0
47,7,0,51.45920299444151,5,12,1,0
47,8,0,54.90821911830038,5,12,1,0
47,9,0,54.21074621274726,5,12,1,0
48,0,0,50.75534363672353,2,8,0,1
48,1,0,48.73352127538934,2,8,0,1
48,2,0,49.555949298868526,2,8,0,1
48,3,0,49.560009722167074,2,8,0,1
48,4,0,52.25458202999253,2,8,0,1
48,5,0,50.07384611924653,2,8,0,1
48,6,0,50.462288454021376,2,8,0,1
48,7,0,48.08817466579668,2,8,0,1
48,8,0,49.197957644349984,2,8,0,1
48,9,0,47.24595370954622,2,8,0,1
49,0,0,51.64176338246596,3,6,1,1
49,1,0,51.87441969015972,3,6,1,1
49,2,0,51.007828355976834,3,6,1,1
49,3,0,47.7670122080966,3,6,1,1
49,4,0,53.46561503908365,3,6,1,1
49,5,0,53.84252819918375,3,6,1,1
49,6,0,50.144304877809056,3,6,1,1
49,7,0,48.0755748728058,3,6,1,1
49,8,0,52.91707440905133,3,6,1,1
49,9,0,50.26762095442759,3,6,1,1
50,0,0,47.890526038034345,5,8,1,0
50,1,0,49.44239382145727,5,8,1,0
50,2,0,48.16909968447301,5,8,1,0
50,3,0,46.91947333403788,5,8,1,0
50,4,0,50.54882432537788,5,8,1,0
50,5,0,47.89322321335404,5,8,1,0
50,6,0,48.71775210474123,5,8,1,0
50,7,0,44.86655030694876,5,8,1,0
50,8,0,49.2489930549672,5,8,1,0
50,9,1,54.80430149733952,5,8,1,0
51,0,0,52.32897412306474,6,6,1,0
51,1,1,55.30020161242858,6,6,1,0
51,2,1,55.778021300296025,6,6,1,0
51,3,1,54.328918675069175,6,6,1,0
51,4,1,55.2628418056439,6,6,1,0
51,5,1,57.99686699360608,6,6,1,0
51,6,1,58.02232357301381,6,6,1,0
51,7,1,53.9875219002171,6,6,1,0
51,8,1,56.37064970838736,6,6,1,0
51,9,1,54.57007318302324,6,6,1,0
52,0,0,54.39670039752925,3,10,0,0
52,1,0,51.84540682637593,3,10,0,0
52,2,0,49.70509682832934,3,10,0,0
52,3,0,49.85881703953032,3,10,0,0
52,4,0,53.33257238396195,3,10,0,0
52,5,0,52.33245623617557,3,10,0,0
52,6,0,53.60039131185734,3,10,0,0
52,7,0,48.31853858404852,3,10,0,0
52,8,0,51.61229703672264,3,10,0,0
52,9,0,53.2364277327429,3,10,0,0
53,0,0,53.23997935581557,5,9,1,0
53,1,0,51.172344126424925,5,9,1,0
53,2,0,48.63073216484339,5,9,1,0
53,3,0,49.51683534282806,5,9,1,0
53,4,0,50.11064272001404,5,9,1,0
53,5,0,53.959188172381,5,9,1,0
53,6,0,51.37318922865622,5,9,1,0
53,7,0,50.38554910267528,5,9,1,0
53,8,0,53.42457789807752,5,9,1,0
53,9,0,52.734920547235305,5,9,1,0
54,0,0,51.78595311388084,2,9,1,1
54,1,0,52.7290526593123,2,9,1,1
54,2,0,49.25878301479266,2,9,1,1
54,3,0,48.62939724870789,2,9,1,1
54,4,0,52.46298316980276,2,9,1,1
54,5,0,51.67215729445832,2,9,1,1
54,6,0,50.77679066351791,2,9,1,1
54,7,0,48.30602949153957,2,9,1,1
54,8,0,51.74002689488831,2,9,1,1
54,9,0,51.33589573608344,2,9,1,1
55,0,0,53.49023147922935,3,8,0,1
55,1,0,50.71843450027282,3,8,0,1
55,2,0,48.24860076567503,3,8,0,1
55,3,0,49.202672324005256,3,8,0,1
55,4,0,50.50362623175804,3,8,0,1
55,5,0,50.70061908153928,3,8,0,1
55,6,0,50.446108591847405,3,8,0,1
55,7,0,47.98066053076855,3,8,0,1
55,8,0,51.72290697763479,3,8,0,1
55,9,1,55.689026002865,3,8,0,1
56,0,0,53.44581672345058,4,7,0,0
56,1,0,52.250848192701454,4,7,0,0
56,2,0,52.88274795682455,4,7,0,0
56,3,1,54.53230580286317,4,7,0,0
56,4,1,57.41557092560311,4,7,0,0
56,5,1,57.76752408758016,4,7,0,0
56,6,1,58.65942701478056,4,7,0,0
56,7,1,53.33184471415295,4,7,0,0
56,8,1,59.87897153731571,4,7,0,0
56,9,1,56.89554042612136,4,7,0,0
57,0,0,52.7978107138705,5,8,0,0
57,1,0,50.17162928015137,5,8,0,0
57,2,0,50.564313609414725,5,8,0,0
57,3,0,48.906367952126246,5,8,0,0
57,4,0,51.33370176619604,5,8,0,0
57,5,0,51.73459383319504,5,8,0,0
57,6,0,51.67357500570108,5,8,0,0
57,7,0,49.81869436279992,5,8,0,0
57,8,0,51.84811375608873,5,8,0,0
57,9,0,51.58881995007548,5,8,0,0
58,0,0,55.00783467295732,4,12,0,0
58,1,1,60.68712847446103,4,12,0,0
58,2,1,57.507668634055925,4,12,0,0
58,3,1,58.58779767451518,4,12,0,0
58,4,1,58.39432239993597,4,12,0,0
58,5,1,59.67801605270526,4,12,0,0
58,6,1,58.76648613333353,4,12,0,0
58,7,1,57.38781147162901,4,12,0,0
58,8,1,59.38621555858368,4,12,0,0
58,9,1,60.61798594381823,4,12,0,0
59,0,0,52.45822328801007,4,6,0,1
59,1,1,57.25952361062844,4,6,0,1
59,2,1,58.10804064033095,4,6,0,1
59,3,1,55.801750072449735,4,6,0,1
59,4,1,60.81785485467415,4,6,0,1
59,5,1,60.57054251751602,4,6,0,1
59,6,1,57.30263407241208,4,6,0,1
59,7,1,55.331541111252,4,6,0,1
59,8,1,59.65625716523652,4,6,0,1
59,9,1,58.2504394570928,4,6,0,1
60,0,0,50.24989498109042,6,5,1,0
60,1,0,49.03731369937594,6,5,1,0
60,2,0,48.49220272202008,6,5,1,0
60,3,0,48.24049187221156,6,5,1,0
60,4,1,55.23431299787568,6,5,1,0
60,5,1,53.416882842115406,6,5,1,0
60,6,1,54.663390044855696,6,5,1,0
60,7,1,52.12694125529466,6,5,1,0
60,8,1,55.27522998903099,6,5,1,0
60,9,1,53.23987787818168,6,5,1,0
61,0,0,51.78204029224584,6,8,1,0
61,1,0,54.21213949068056,6,8,1,0
61,2,0,50.60044771481332,6,8,1,0
61,3,0,51.6388346342104,6,8,1,0
61,4,0,53.76746826665388,6,8,1,0
61,5,0,51.9533108392135,6,8,1,0
61,6,0,52.23149200965748,6,8,1,0
61,7,0,48.52517816893515,6,8,1,0
61,8,0,52.16037174688602,6,8,1,0
61,9,0,53.48837875175664,6,8,1,0
62,0,0,52.73111231018993,5,5,0,1
62,1,0,50.18153293559951,5,5,0,1
62,2,0,48.22049011750011,5,5,0,1
62,3,0,49.733802633763325,5,5,0,1
62,4,0,50.353859647278846,5,5,0,1
62,5,0,49.152519834866936,5,5,0,1
62,6,0,51.814342629653126,5,5,0,1
62,7,0,47.44679682926524,5,5,0,1
62,8,0,52.36093197062259,5,5,0,1
62,9,0,51.63204259554137,5,5,0,1
63,0,0,51.65528779636076,6,8,1,0
63,1,0,51.27507195572832,6,8,1,0
63,2,0,49.549052402102205,6,8,1,0
63,3,0,49.711929113059135,6,8,1,0
63,4,0,52.721144915555314,6,8,1,0
63,5,0,50.53211171108664,6,8,1,0
63,6,0,52.04416870889212,6,8,1,0
63,7,0,50.17659344415882,6,8,1,0
63,8,0,52.68985994212248,6,8,1,0
63,9,0,51.06145673046871,6,8,1,0
64,0,0,51.86129528063318,4,6,0,0
64,1,0,51.78122694671623,4,6,0,0
