student_age,parent_education_level,low_income_status,gender,pre_program_gpa,program_participation,post_program_gpa
7,8,1,0,13.25937654444705,1,9.229239312
8,8,0,0,9.193594281749805,0,1.965628760344637
4,8,0,0,14.088347751658794,1,11.021546179093953
8,5,0,0,11.757272155353702,0,6.386584118537933
4,5,0,0,13.263423861283623,1,10.243915426225144
8,5,1,0,13.310067219770662,1,9.851687800344832
2,5,0,1,11.263302991224956,0,6.090283655734067
8,5,1,1,9.671837607110222,0,4.205734931
7,4,0,0,15.729773548137572,1,12.478587463479473
7,4,0,1,16.699244401415207,1,12.662992111822389
6,7,0,1,11.324788410166695,0,6.222936080269543
5,4,0,1,11.266430524446251,0,6.162651010383079
8,5,1,0,13.31204543547657,1,10.54741432624762
0,7,0,0,16.01652134892191,1,11.46730808280059
4,4,0,1,10.742186270203884,0,5.675357835
6,9,1,1,13.872205474021012,1,10.830698106878852
9,6,0,0,11.866171809966133,0,7.319943692220928
9,9,1,1,12.781786946195137,0,7.112523256926229
12,7,1,1,11.629594316343928,0,6.483548571956221
7,5,0,0,11.103462412354942,0,5.374815379502992
9,5,0,0,10.470986355993622,0,5.484843371863327
5,4,0,0,13.315627194418749,1,10.883412738950048
9,6,0,1,9.533329464,0,3.5150702338045363
2,6,1,1,13.887468331806192,1,10.51768784530142
4,9,0,1,12.041900148502002,0,7.395594007033825
7,7,1,1,13.964915915429842,1,10.280333632450628
10,5,1,0,12.082844523874307,0,7.107131916354903
12,7,1,1,16.473285320336203,1,12.371334535486309
5,5,1,0,14.899883674051898,1,10.584810690019555
7,7,1,1,12.828912899905196,0,8.257115857598304
8,4,1,1,15.159484918045948,1,11.976651745972145
10,7,1,0,16.537424901195422,1,11.780503537294347
6,6,0,0,13.91893454720808,1,10.514961719425033
6,4,0,0,13.879879511672089,1,10.872420665595069
5,6,0,0,14.965159160475327,1,12.50471831716447
7,6,0,0,14.08084186206315,1,10.683079405780058
6,2,0,1,10.950150257534958,0,6.253538488180455
9,5,0,0,10.564886445320788,0,5.558500465203756
9,6,0,1,15.293031261155027,1,11.066813728357433
8,5,1,1,11.778701235131406,0,7.440104899286207
9,7,1,1,14.38805915642253,1,10.256317288959826
9,6,0,1,11.580939294695458,0,5.810927586651549
1,6,0,0,11.114903705995014,0,5.803184671169925
8,4,1,1,12.873973019650748,0,8.250770499231287
8,3,1,1,11.14024417915589,0,5.918653289868252
5,2,1,0,10.863251952007785,0,6.317715141019858
6,6,0,1,12.67481433810818,0,8.710305821671502
16,7,1,1,13.039823127409443,1,9.847585332
10,4,0,0,13.98784538777712,1,12.01620492115224
5,5,0,0,14.036551620809586,1,10.870644341580604
11,8,1,1,13.527369477214986,1,10.847963665129402
10,5,1,0,11.769208418308182,0,7.016244439015507
10,5,0,1,11.939060609261146,0,6.312196164882164
9,5,0,1,15.694131124472062,1,11.725300813237904
12,6,0,0,13.026525074054032,1,9.412728998489492
1,6,0,0,13.643811497577865,1,10.418504234840574
11,5,0,1,13.80590761234652,1,10.484316012592522
10,7,0,1,11.977288762617473,0,6.478308861943687
8,4,1,1,10.551126054188556,0,5.053293385688319
11,5,1,1,15.81316161880867,1,12.091216564986834
11,6,1,0,16.33326161937641,1,11.625683783793448
6,7,1,0,15.05584196616471,1,11.799353849146472
13,5,1,0,11.029232054806526,0,4.810002768457661
10,5,0,1,13.182663189412724,1,10.727669419077822
10,6,0,0,10.176525956930988,0,3.822132887135644
7,6,0,0,15.021360838316037,1,11.137964966124068
4,8,1,1,11.710380473505843,0,6.479418491899093
7,6,0,0,15.850890010630724,1,12.141929872786736
0,7,0,0,12.47154654320106,0,8.481332822645955
3,6,0,1,16.25887638388033,1,13.404027464692527
10,6,1,0,11.950190286088311,0,7.029412198618696
8,7,0,0,12.878993062848826,0,8.888732633096865
9,5,0,0,10.879930959723572,0,5.715462036244151
9,6,0,0,10.038698711801278,0,3.714361766631086
4,4,1,1,16.167345696312584,1,12.354489578870483
7,5,0,1,11.629778700904756,0,6.843922052920348
9,7,0,1,9.605059749217926,0,2.685291122127988
8,4,1,0,11.17272846210021,0,6.706810234515789
9,6,1,0,12.649987644096646,0,7.750577222
10,6,1,0,14.778021799565964,1,11.012646411987028
8,5,0,0,14.805568951670788,1,11.516536605020926
9,4,0,1,11.97457185240741,0,7.426312305712748
5,5,1,0,13.290983101809903,1,10.170003384963254
4,4,1,1,10.462294591580022,0,5.478042599
6,3,0,0,9.757011720241364,0,5.151818767524225
12,6,1,0,11.940705490278486,0,7.769252433774338
7,4,1,1,11.38151693827372,0,5.660607758505633
2,7,1,0,13.030946680181035,1,9.850119254070702
10,5,1,0,10.091412386341943,0,3.742486274316109
7,5,1,0,15.214961697320376,1,11.76501710637356
10,5,0,1,12.423025405916176,0,8.294840318815572
8,2,0,0,14.571665028377152,1,11.880784962930605
7,6,1,1,11.864560428590996,0,7.512401581
7,6,0,0,10.31902292018011,0,4.428170423099943
6,7,0,0,10.255662690499332,0,4.615072703778861
8,5,1,0,13.603887847993477,1,10.66292116395338
6,7,0,0,11.270819930094362,0,5.775870649586876
7,7,1,0,12.222184266270292,0,7.298935551723089
4,3,0,0,14.822447189860972,1,11.916492976344582
8,5,0,1,11.899591931772076,0,6.534135987504104
7,6,1,1,12.42578702,0,7.307685386020631
9,5,1,0,10.895228864999297,0,6.374969954539526
11,5,0,1,9.20866747,0,2.8614348074925147
3,6,0,0,15.86772592428427,1,12.580743185233542
9,7,0,0,15.667695412774473,1,11.921512006923026
12,4,1,0,13.061007782665286,1,11.05356162633096
13,6,0,0,9.721333627,0,3.672258518386012
9,5,0,1,10.499998800600292,0,5.342982239649957
2,7,1,1,12.736144084705534,0,8.162749441245898
6,7,0,0,12.754171830904246,0,7.007990739013102
9,7,0,1,14.440210404054842,1,11.394153491863548
9,5,1,0,14.770962024321346,1,11.84862096104253
10,6,1,0,17.990186175588157,1,13.630531674811692
4,6,0,1,12.050318289854909,0,7.161712194
9,5,1,0,8.340618646440182,0,1.813622234511867
9,6,1,1,12.143731923277148,0,7.300266544872003
7,4,0,0,13.256694247859292,1,10.558041313330872
9,7,0,0,14.681953560812406,1,11.331891431353906
5,5,1,1,14.294678017780324,1,11.593089900203909
8,5,1,0,14.14792094583443,1,10.525490389130828
12,6,0,0,12.537309629882596,0,7.270915539
13,5,0,1,9.491820965028092,0,3.3555720456443794
5,6,1,1,9.36544467,0,3.0272630669352623
8,4,1,0,11.235976721120174,0,7.469556251547039
9,4,1,0,13.279680773735672,1,9.411308942070306
10,3,1,1,14.48710507535794,1,11.30694410435095
7,7,0,0,12.021494181242254,0,7.208081131070223
5,3,0,0,14.86585335288987,1,12.714709820995068
7,4,1,0,11.985703294246632,0,6.884320384330353
8,5,0,1,12.959417644203338,0,7.831273534
5,6,0,1,17.430881868419497,1,13.585824812668752
9,4,1,1,13.07840561339898,1,9.453982124918756
13,5,0,0,9.872518134312994,0,4.209562944458569
8,7,0,0,14.493210593880082,1,11.416002929144826
8,4,0,1,17.370224562040168,1,13.769024230801538
6,4,1,1,13.249880826663263,1,10.45057208885307
9,7,1,0,14.213273460432614,1,10.307001930389882
16,3,0,0,13.117777039374754,1,10.70309944834583
10,6,1,1,11.564202134471982,0,7.034525790541129
10,6,1,0,11.571058632177689,0,5.535919093605276
7,3,1,0,12.986476239746075,0,9.194802043855429
6,6,0,0,12.369988319479075,0,8.565323864307345
6,3,0,1,9.599372574384692,0,4.214822309948984
10,5,1,0,12.839085279727382,0,8.537619071347045
4,3,0,1,11.77586465916264,0,7.907572630926407
9,8,1,0,13.458992312845805,1,9.361714462556932
5,4,1,1,12.863734500962767,0,7.941702744
11,5,0,0,13.23177707106082,1,10.020124288658533
8,6,1,0,11.407813242414216,0,6.187059076014581
4,3,0,1,12.75739416825036,0,9.101500106727173
5,6,1,1,12.448923426006532,0,8.275598158694123
13,2,1,0,12.267157886095784,0,7.699537221373624
9,5,0,0,13.467801694865749,1,10.295487773417548
6,6,1,0,8.766358930178736,0,2.179371744457097
16,6,1,0,13.915046369652291,1,10.061245129471736
13,8,1,0,8.435397748819284,0,2.061087920100797
11,5,0,0,15.53572853671481,1,12.362409235183009
5,2,1,0,13.206177652100736,1,11.455247040456138
9,5,0,0,9.203016886211335,0,2.308945371802846
4,7,0,1,13.396635695496371,1,10.69269373389011
12,6,0,0,9.239731966,0,2.4201844435438624
11,6,1,0,13.607065710108714,1,10.75997425952218
5,4,0,1,10.593990607467392,0,5.227792593504472
3,4,0,0,14.691942696341622,1,10.794639551695788
9,8,0,1,15.090912139764836,1,11.550784040632813
3,5,1,1,13.777846542728264,1,10.749358342439187
5,6,1,0,13.318266855715134,1,10.822716902789868
7,8,0,0,16.005153504434137,1,11.751724817105984
10,6,0,0,14.02292158360731,1,10.46510827
10,5,0,0,12.044881204986194,0,7.734358871360554
6,6,1,0,12.079225231898244,0,7.427072578074295
7,4,0,0,13.67028739599738,1,11.085758471525136
7,5,1,0,10.772382077789434,0,5.624132899456658
4,6,0,1,13.193750638662204,1,9.943728362596916
7,4,1,1,14.88827213538074,1,12.015442915044108
11,3,1,0,13.195503098547666,1,10.018023532287415
8,4,0,1,10.157700449677282,0,5.821914308
13,6,1,0,14.460219917040762,1,10.629557101136587
8,8,0,1,13.720564347048883,1,10.328161993786209
8,4,1,1,13.326694117117052,1,10.435870673901617
8,7,0,0,12.792194364216776,0,8.127117233711042
9,4,0,1,13.423272194545644,1,10.015309193966733
9,6,0,0,14.341166450315669,1,10.51616283319202
4,6,0,0,12.411385099462544,0,7.857031185375274
9,5,0,0,15.747066473481343,1,11.96576134297372
4,5,1,1,10.353276886449589,0,5.320777461
14,4,1,0,10.678560321838402,0,5.484475264
8,4,0,1,15.438123712759538,1,12.614324244978109
3,6,0,0,12.006238512235145,0,6.840419105918535
9,4,0,0,12.393749659899267,0,8.646891598654378
5,5,0,0,10.436500684815623,0,4.482337977047604
4,4,0,0,12.616947100744657,0,8.123834655743082
7,7,1,1,9.158999427,0,3.3488729961649226
12,6,1,1,10.824803995760876,0,5.098385076638262
9,8,1,1,13.012621579806936,1,9.198141552
8,6,0,0,13.171242404518225,1,10.038681203556262
16,4,1,0,12.534203648400576,0,8.435141217849855
6,4,0,1,10.165348442311434,0,5.024543951818663
7,4,1,1,11.395756897079233,0,6.472617471697648
10,6,0,1,10.324072917668946,0,5.101069225756074
8,6,0,1,14.339562162233983,1,10.523534717986252
11,5,1,0,11.619759137001576,0,6.565427458737072
4,7,0,0,14.075836412811183,1,10.87506454117992
6,5,1,0,16.776506861598214,1,13.344745565208324
7,4,1,1,12.43252601133856,0,7.694165117346799
5,7,1,1,12.068065828063816,0,6.763796535710155
10,6,0,0,14.492201434205803,1,11.524386781305283
8,5,1,0,16.997881036747874,1,13.468292385915332
10,4,1,0,10.909011672958629,0,6.365942191115687
6,5,0,1,12.38258341318734,0,8.228674664289594
9,5,0,0,12.761080060851548,0,8.663785521772326
1,5,1,0,12.34267225082609,0,7.929677055337817
3,7,1,1,12.159399361426972,0,7.370724540054843
7,6,1,0,11.362654221538788,0,5.204835420638579
11,3,1,0,13.119289723989242,1,10.28994326825864
6,4,0,0,9.897101472397054,0,3.8886934525275016
6,6,1,0,12.73273677,0,8.003132942242807
8,5,1,0,9.529196700988404,0,3.0737690174206462
9,7,0,0,14.041622150947816,1,10.899547580402574
11,5,0,0,12.697408623674942,0,8.125416986572555
6,8,1,1,13.75793724132807,1,10.367390483501662
4,5,0,0,14.028780011707877,1,10.18646991134133
10,5,0,0,12.585588268971575,0,7.795968335
13,6,0,0,15.113845276239294,1,11.974216199257278
7,5,0,1,11.520415660876353,0,6.809118820163415
5,7,1,1,14.048931401527598,1,10.77862399566552
4,4,0,1,9.347452058909573,0,3.6071632748125775
12,5,0,0,6.94745032,0,-0.487491443
8,5,1,1,12.482560856967464,0,7.953588021867479
5,6,1,1,16.644595119246674,1,13.28790525691245
6,4,1,0,11.858644269922758,0,6.704401237285101
5,4,1,0,11.91012935292409,0,7.557364853327033
10,9,0,0,10.124226758267955,0,3.657889461787694
8,4,0,1,10.415546030071608,0,5.158980506808033
0,4,0,1,10.635576188433156,0,4.975535934570788
9,5,1,0,14.766653214635303,1,11.069366297955227
3,6,0,0,15.112022845314335,1,10.894123991852789
2,6,1,0,13.888808121515938,1,10.272010817653742
9,4,1,1,13.822913757617094,1,10.88933471131572
2,6,1,1,16.771131936410278,1,12.38464087147358
13,7,1,0,16.173010463507914,1,12.064617631881054
7,7,1,0,8.896130734,0,2.2098084036474424
7,6,0,1,12.92845885292061,0,8.40066975
10,6,0,0,12.88421647,0,9.365589572834237
